company_name,location,ctc,skill_required
KRIYANEX TECHNOLOGIES PRIVATE LIMITED,Work from home,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",Next.js
PlanetSpark,"Ahmedabad, Chandigarh, Delhi","₹ 6,50,000 - 7,50,000                                

                        ₹ 6,50,000 - 7,50,000 /year",Business Development
SANGIT INNOVATIONS PVT LTD,Work from home,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Effective Communication
Paradigm Consultants And Resource Management Private Limited,"Kurnool, Nellore, Vijayawada","₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",English Proficiency (Spoken)
Avitude Constructions,Noida                                            (Hybrid),"₹ 2,50,000 - 5,50,000                                

                        ₹ 2,50,000 - 5,50,000 /year",AutoCAD
PlanetSpark,"Chennai, Hyderabad, Bangalore","₹ 6,50,000 - 7,50,000                                

                        ₹ 6,50,000 - 7,50,000 /year",Business Development
The Skillians,Work from home,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",Collaboration
NPM Recruitment,Mumbai,"₹ 2,02,000 - 3,62,000                                

                        ₹ 2,02,000 - 3,62,000 /year",B2B Sales
KollegeApply,Gurgaon,"₹ 4,88,000 - 5,50,000                                

                        ₹ 4,88,000 - 5,50,000 /year",Effective Communication
MGM & Co,Pune,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Accounting
Grihscape,Gurgaon,"₹ 2,40,000 - 4,20,000                                

                        ₹ 2,40,000 - 4,20,000 /year",Adobe Photoshop
Markets4you,Work from home,"$ 3,000 - 3,600                                

                        $ 3,000 - 3,600 /year",Digital Marketing
Finstar Avenue Private Limited,Work from home,"₹ 6,00,000 - 10,00,000                                

                        ₹ 6,00,000 - 10,00,000 /year",Golang
EGuruZy Learning Shortcuts Private Limited,Work from home,"₹ 2,35,000 - 4,90,000                                

                        ₹ 2,35,000 - 4,90,000 /year",Effective Communication
Solupex Corpwell Private Limited,Delhi,"₹ 2,40,000 - 4,20,000                                

                        ₹ 2,40,000 - 4,20,000 /year",Effective Communication
Phalmora,Ahmedabad                                            (Hybrid),"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Django
Global Services,Patna,"₹ 3,00,000                                

                        ₹ 3,00,000 /year",English Proficiency (Spoken)
Competishun,Jaipur,"₹ 2,60,000 - 3,80,000                                

                        ₹ 2,60,000 - 3,80,000 /year",Adobe Illustrator
Lovely Art Studio,Deoband,"₹ 3,00,000                                

                        ₹ 3,00,000 /year",Effective Communication
R Bhargava & Associates,Gurgaon,"₹ 3,60,000 - 7,20,000                                

                        ₹ 3,60,000 - 7,20,000 /year",Accounting
Statura Passion Way Successed Private Limited,Mandi,"₹ 2,10,000 - 4,15,000                                

                        ₹ 2,10,000 - 4,15,000 /year",Digital Marketing
Nishesh Enterprises,Noida,"₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",Engineering Drawing
MKB Sales & Marketing Pvt Ltd,Delhi,"₹ 2,64,000 - 3,36,000                                

                        ₹ 2,64,000 - 3,36,000 /year",English Proficiency (Spoken)
Dorfie Labs,Work from home,"₹ 2,50,000 - 5,00,000                                

                        ₹ 2,50,000 - 5,00,000 /year",Canva
Trotcot,Ahmedabad                                            (Hybrid),"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Canva
DBuzzz,Lucknow,"₹ 2,00,000 - 2,16,000                                

                        ₹ 2,00,000 - 2,16,000 /year",Digital Marketing
Arca Innovation,Work from home,"₹ 2,40,000 - 4,80,000                                

                        ₹ 2,40,000 - 4,80,000 /year",Business Analysis
"Social Vision                            
NGO",Delhi,"₹ 2,05,000 - 2,60,000                                

                        ₹ 2,05,000 - 2,60,000 /year",C++ Programming
Vinayak Ceramics LLP,Bangalore,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Accounting
Teach Maven,"Chennai, Coimbatore, Madurai, Mangalore, Mysuru, Visakhapatnam, Hyderabad, Kochi, Vijayawada, Bangalore","₹ 7,00,000 - 10,00,000                                

                        ₹ 7,00,000 - 10,00,000 /year",Effective Communication
People Connexions,Hyderabad,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",C#
Sapphire Tech,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",Event Management
Relinns Technologies,"Chandigarh, Mohali, Haryana, Uttar Pradesh, Himachal Pradesh","₹ 2,00,000 - 6,00,000                                

                        ₹ 2,00,000 - 6,00,000 /year",Blogging
Corizo EduTech,Bangalore,"₹ 3,60,000 - 4,00,000                                

                        ₹ 3,60,000 - 4,00,000 /year",Effective Communication
HelloPM LLP,Work from home,"₹ 4,00,000 - 8,00,000                                

                        ₹ 4,00,000 - 8,00,000 /year",Bootstrap
Brandzzy SoftTech Private Limited,Work from home,"₹ 5,00,000 - 6,00,000                                

                        ₹ 5,00,000 - 6,00,000 /year",Effective Communication
Unibots,Delhi,"₹ 3,00,000 - 4,50,000                                

                        ₹ 3,00,000 - 4,50,000 /year",Analytical Thinking
Todays Dental Services,Work from home,"₹ 8,00,000 - 12,00,000                                

                        ₹ 8,00,000 - 12,00,000 /year",HR Analytics
Sounderic,Mumbai,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",English Proficiency (Spoken)
Relinns Technologies,"Chandigarh, Mohali, Uttar Pradesh, Uttarakhand, Himachal Pradesh","₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",Digital Marketing
EClerx,"Pune, Navi Mumbai","₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",Effective Communication
Web Edge Solutions,Raipur,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Creative Writing
TheCoinRepublic,"Vidisha, Bhopal, Sehore, Bairagarh, Narmadapuram, Mandideep","₹ 2,50,000 - 3,20,000                                

                        ₹ 2,50,000 - 3,20,000 /year",English Proficiency (Spoken)
PALASH PMC,Mumbai                                            (Hybrid),"₹ 2,50,000 - 6,00,000                                

                        ₹ 2,50,000 - 6,00,000 /year",Advanced Excel
Aseema Charitable Trust,Mumbai,"₹ 3,00,000 - 3,50,000                                

                        ₹ 3,00,000 - 3,50,000 /year",English Proficiency (Spoken)
NLTI LAWKIFY PVT LTD,Chandigarh,"₹ 3,60,000 - 5,40,000                                

                        ₹ 3,60,000 - 5,40,000 /year",Sales
Slixx Digital,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Video Editing
BLG Technologies,Work from home,"₹ 6,00,000 - 12,00,000                                

                        ₹ 6,00,000 - 12,00,000 /year",Amazon Web Services (AWS)
PlanetSpark,Work from home,"₹ 2,50,000 - 4,50,000                                

                        ₹ 2,50,000 - 4,50,000 /year",American English
Motif Haus,Gandhinagar,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",Adobe Photoshop
PlanetSpark,Work from home,"₹ 2,50,000 - 4,50,000                                

                        ₹ 2,50,000 - 4,50,000 /year",American English
Intimyst Innovation Private Limited,Delhi,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",English Proficiency (Spoken)
Partap Metal Industries,Delhi,"₹ 2,65,000 - 3,15,000                                

                        ₹ 2,65,000 - 3,15,000 /year",Digital Marketing
PlanetSpark,"Delhi, Gurgaon, Jaipur","₹ 6,50,000 - 7,50,000                                

                        ₹ 6,50,000 - 7,50,000 /year",Business Development
QA Solvers,Varanasi,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Digital Marketing
Netsquare Automation Pvt. Ltd.,Rohad,"₹ 2,62,000 - 2,86,000                                

                        ₹ 2,62,000 - 2,86,000 /year",Macros
Bridge2job,Work from home,"₹ 2,00,000 - 2,30,000                                

                        ₹ 2,00,000 - 2,30,000 /year",Analytical Thinking
PlanetSpark,"Hyderabad, Mumbai, Bangalore","₹ 6,50,000 - 7,50,000                                

                        ₹ 6,50,000 - 7,50,000 /year",Sales
EVA2Z,Noida,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Conflict Management
Dhani Properties,Bangalore,"₹ 3,00,000 - 4,50,000                                

                        ₹ 3,00,000 - 4,50,000 /year",Effective Communication
Cresta Kans,"Chandigarh, Mohali","₹ 2,03,000 - 3,60,000                                

                        ₹ 2,03,000 - 3,60,000 /year",Customer Support
TRDFIN Support Services,Work from home,"₹ 4,40,000 - 4,44,000                                

                        ₹ 4,40,000 - 4,44,000 /year",English Proficiency (Spoken)
Ajinkya Electromelt Pvt Ltd.,Pune,"₹ 2,50,000 - 5,00,000                                

                        ₹ 2,50,000 - 5,00,000 /year",Tally
Maharashtra Informatics Opc Pvt Ltd,Pune,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Creative Writing
SHREE CASTING & ENGINEER LLP,Pune,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",Effective Communication
Global Groupware Solutions Limited,Work from home,"₹ 3,00,000 - 4,80,000                                

                        ₹ 3,00,000 - 4,80,000 /year",Effective Communication
PSAS & ASSOCIATES,Greater Noida West,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Accounting
Roto Leaner Technology Private Limited,Vasai,"₹ 2,31,000 - 2,60,000                                

                        ₹ 2,31,000 - 2,60,000 /year",Google Sheets
Ak The Fitness Club,Indore,"₹ 2,12,000 - 4,30,000                                

                        ₹ 2,12,000 - 4,30,000 /year",Effective Communication
Digital Markitors,Delhi,"₹ 2,02,000 - 3,05,000                                

                        ₹ 2,02,000 - 3,05,000 /year",Digital Marketing
Keechery Engineering Company,Chennai,"₹ 3,00,000 - 7,00,000                                

                        ₹ 3,00,000 - 7,00,000 /year",Cold Calling
Propsalt Landbase Private Limited,Gurgaon,"₹ 7,00,000 - 11,00,000                                

                        ₹ 7,00,000 - 11,00,000 /year",Client Relationship
